"","garantia","edad_carnet","edad_coche","sex","edad","x","y","siniestros_ly","response","Expuesto"
"28845","1",37,8,1,59,-5.63770955,40.75395956,2,0,0.684931506849315
"28846","3",47,12,2,77,-5.76561552,40.49084926,0,2,0.531506849315069
"28847","2",11,9,2,39,-5.7683751,40.43860626,2,3,0.495890410958904
"28848","1",37,12,2,55,-5.69144173,41.17244781,2,0,0.504109589041096
"28849","1",26,13,2,45,-5.69144173,41.17244781,1,2,0.857534246575343
"28850","1",38,14,2,58,-5.69144173,41.17244781,0,0,0.235616438356164
"28851","3",35,17,2,53,-5.69144173,41.17244781,1,3,0.128767123287671
"28852","2",28,3,2,49,-5.50671592,40.81204215,5,13,0.90958904109589
"28853","3",42,10,1,64,-5.43249729,40.86752929,2,1,0.580821917808219
"28854","2",39,14,2,57,-5.43249729,40.86752929,2,0,0.150684931506849
"28855","1",29,21,2,51,-5.35790651,40.87876812,3,2,0.843835616438356
"28856","2",36,3,2,55,-5.351471,40.85189252,2,2,0.758904109589041
"28857","3",34,11,2,53,-5.42808456,40.71091152,3,22,0.832876712328767
"28858","3",33,9,2,51,-5.44299934,40.77551267,3,5,0.408219178082192
"28859","3",20,13,2,38,-5.44299934,40.77551267,0,6,0.654794520547945
"28860","1",40,15,2,66,-5.44299934,40.77551267,2,0,0.227397260273973
"28861","3",29,17,2,47,-5.56448583,40.77771177,3,8,0.293150684931507
"28862","2",21,7,2,51,-5.62562877,40.94398274,1,5,0.873972602739726
"28863","3",31,5,2,50,-5.62562877,40.94398274,2,2,0.227397260273973
"28864","2",39,13,2,61,-5.62562877,40.94398274,1,1,0.0986301369863014
"28865","3",22,2,2,40,-5.62562877,40.94398274,1,3,0.928767123287671
"28866","3",36,7,2,56,-5.62562877,40.94398274,3,11,0.679452054794521
"28867","1",46,14,2,69,-5.62562877,40.94398274,1,0,0.312328767123288
"28868","1",54,10,2,78,-5.62562877,40.94398274,3,0,0.153424657534247
"28869","3",34,13,2,67,-5.62562877,40.94398274,1,0,0.172602739726027
"28870","3",24,10,2,46,-5.62562877,40.94398274,2,3,0.213698630136986
"28871","1",51,10,2,71,-5.62562877,40.94398274,2,3,0.843835616438356
"28872","3",26,17,2,45,-5.62562877,40.94398274,1,6,0.438356164383562
"28873","3",20,25,2,39,-5.62562877,40.94398274,1,3,0.0273972602739726
"28874","2",35,18,1,56,-16.25357822,28.48589987,3,6,0.487671232876712
"28875","2",34,18,2,52,-16.25357822,28.48589987,1,2,0.36986301369863
"28876","2",24,3,2,44,-16.25357822,28.48589987,0,0,0.517808219178082
"28877","3",32,1,1,60,-16.25357822,28.48589987,1,1,0.967123287671233
"28878","2",30,13,2,48,-16.25357822,28.48589987,3,2,0.208219178082192
"28879","3",41,0,2,59,-16.25357822,28.48589987,1,0,0.619178082191781
"28880","1",17,5,1,41,-16.25357822,28.48589987,2,0,0.838356164383562
"28881","1",30,11,1,49,-16.25357822,28.48589987,5,0,0.545205479452055
"28882","3",43,1,2,76,-16.25033625,28.46908173,3,4,0.673972602739726
"28883","1",23,7,2,54,-16.25033625,28.46908173,2,2,0.580821917808219
"28884","2",36,13,2,55,-16.25033625,28.46908173,3,10,0.635616438356164
"28885","2",39,15,2,57,-16.25033625,28.46908173,4,2,0.073972602739726
"28886","1",38,9,2,64,-16.25033625,28.46908173,0,0,0.482191780821918
"28887","2",15,9,1,34,-16.25033625,28.46908173,2,3,0.397260273972603
"28888","2",24,15,2,44,-16.25033625,28.46908173,2,0,0.00273972602739726
"28889","2",34,13,1,61,-16.25033625,28.46908173,0,0,0.528767123287671
"28890","2",32,7,1,50,-16.25229711,28.46104617,0,0,0.610958904109589
"28891","2",8,9,1,26,-16.25229711,28.46104617,1,0,0.389041095890411
"28892","2",6,7,1,62,-16.25229711,28.46104617,0,0,0.865753424657534
"28893","2",39,14,2,59,-16.25229711,28.46104617,3,8,0.402739726027397
"28894","1",25,11,2,80,-16.25229711,28.46104617,2,3,0.419178082191781
"28895","3",49,10,2,73,-16.25229711,28.46104617,2,4,0.926027397260274
"28896","3",17,2,1,36,-16.25229711,28.46104617,3,1,0.616438356164384
"28897","2",28,10,1,58,-16.2586943,28.47922982,3,0,0.161643835616438
"28898","1",37,1,2,56,-16.2586943,28.47922982,3,2,0.827397260273973
"28899","1",22,10,2,42,-16.2586943,28.47922982,1,2,0.49041095890411
"28900","2",16,4,2,36,-16.2586943,28.47922982,3,3,0.397260273972603
"28901","1",36,11,1,57,-16.2586943,28.47922982,5,1,0.238356164383562
"28902","3",21,6,2,39,-16.2586943,28.47922982,2,4,0.589041095890411
"28903","2",28,11,2,46,-16.25841334,28.46159544,0,2,0.123287671232877
"28904","2",36,15,1,55,-16.25841334,28.46159544,2,1,0.402739726027397
"28905","1",35,12,1,70,-16.25841334,28.46159544,3,0,0.156164383561644
"28906","2",45,6,2,69,-16.25841334,28.46159544,3,8,0.852054794520548
"28907","3",13,11,1,34,-16.25841334,28.46159544,5,22,0.419178082191781
"28908","3",16,9,1,38,-16.25841334,28.46159544,4,9,0.504109589041096
"28909","2",7,2,2,45,-16.25841334,28.46159544,4,10,0.602739726027397
"28910","1",27,13,1,58,-16.25841334,28.46159544,0,0,0.443835616438356
"28911","3",36,5,1,58,-16.25841334,28.46159544,1,0,0.191780821917808
"28912","2",19,3,1,45,-16.25841334,28.46159544,1,1,0.849315068493151
"28913","2",44,10,2,68,-16.25841334,28.46159544,2,0,0.175342465753425
"28914","1",14,3,2,35,-16.25841334,28.46159544,4,1,0.545205479452055
"28915","3",6,10,2,37,-16.25841334,28.46159544,3,13,0.271232876712329
"28916","3",10,11,2,40,-16.25841334,28.46159544,3,6,0.189041095890411
"28917","1",14,9,1,35,-16.25841334,28.46159544,3,1,0.517808219178082
"28918","2",14,10,2,34,-16.26613303,28.47626703,4,4,0.235616438356164
"28919","1",23,7,1,42,-16.26613303,28.47626703,2,0,0.334246575342466
"28920","1",7,14,2,36,-16.26613303,28.47626703,2,1,0.367123287671233
"28921","2",21,11,2,41,-16.26613303,28.47626703,2,3,0.306849315068493
"28922","1",33,15,1,59,-16.26613303,28.47626703,2,1,0.931506849315068
"28923","1",40,25,2,58,-16.26613303,28.47626703,1,0,0.312328767123288
"28924","2",34,8,1,55,-16.26613303,28.47626703,3,0,0.493150684931507
"28925","3",44,6,2,63,-16.26613303,28.47626703,2,0,0.180821917808219
"28926","3",28,15,2,56,-16.26613303,28.47626703,1,7,0.964383561643836
"28927","3",23,6,1,42,-16.26613303,28.47626703,1,5,1
"28928","1",49,1,1,69,-16.26613303,28.47626703,1,0,0.213698630136986
"28929","1",41,6,2,66,-16.26613303,28.47626703,3,0,0.756164383561644
"28930","1",10,13,2,53,-16.26743013,28.46278607,3,0,0.2
"28931","1",25,10,2,57,-16.26743013,28.46278607,3,1,0.884931506849315
"28932","1",38,6,2,68,-16.26743013,28.46278607,2,0,0.542465753424658
"28933","2",17,16,2,59,-16.26743013,28.46278607,4,22,0.421917808219178
"28934","1",40,21,1,61,-16.26743013,28.46278607,2,0,0.161643835616438
"28935","2",24,7,2,42,-16.26743013,28.46278607,0,1,0.991780821917808
"28936","2",11,14,2,30,-16.26743013,28.46278607,1,2,0.298630136986301
"28937","2",6,23,2,51,-16.26743013,28.46278607,1,2,0.0410958904109589
"28938","1",8,6,1,33,-16.26743013,28.46278607,0,0,0.534246575342466
"28939","3",45,24,2,68,-16.26743013,28.46278607,3,11,0.449315068493151
"28940","3",17,16,2,40,-16.26743013,28.46278607,1,4,0.164383561643836
"28941","2",47,8,1,65,-16.26743013,28.46278607,3,0,0.216438356164384
"28942","1",36,12,1,56,-16.27448069,28.46964281,0,0,0.734246575342466
"28943","2",20,9,1,43,-16.27448069,28.46964281,3,0,0.0849315068493151
"28944","3",49,2,2,76,-16.27448069,28.46964281,2,0,0.153424657534247
"28945","1",14,13,2,40,-16.27448069,28.46964281,2,4,0.884931506849315
"28946","2",12,11,1,37,-16.27448069,28.46964281,4,20,0.821917808219178
"28947","2",31,12,2,49,-16.27448069,28.46964281,2,4,0.463013698630137
"28948","1",28,3,2,50,-16.27448069,28.46964281,3,1,0.553424657534247
"28949","3",8,1,2,40,-16.27448069,28.46964281,0,0,0.134246575342466
"28950","1",19,20,2,43,-16.27448069,28.46964281,2,0,0.150684931506849
"28951","1",29,7,2,49,-16.27448069,28.46964281,0,0,0.33972602739726
"28952","3",10,7,2,33,-16.27448069,28.46964281,2,6,0.504109589041096
"28953","1",31,9,2,56,-16.27448069,28.46964281,2,0,0.668493150684932
"28954","3",23,5,1,49,-16.27448069,28.46964281,1,2,0.657534246575342
"28955","1",30,9,1,54,-16.27448069,28.46964281,2,0,0.345205479452055
"28956","2",9,7,2,35,-16.27448069,28.46964281,0,2,0.663013698630137
"28957","1",32,13,1,61,-16.27448069,28.46964281,5,2,0.191780821917808
"28958","2",49,12,2,72,-16.27448069,28.46964281,1,0,0.980821917808219
"28959","1",8,4,1,31,-16.27448069,28.46964281,0,0,0.161643835616438
"28960","1",34,7,2,52,-16.27172095,28.45457689,2,2,0.904109589041096
"28961","1",23,9,2,42,-16.27172095,28.45457689,7,5,0.117808219178082
"28962","2",41,15,2,61,-16.27172095,28.45457689,2,1,0.334246575342466
"28963","2",37,0,2,60,-16.27172095,28.45457689,1,0,0.326027397260274
"28964","1",7,25,2,53,-16.27172095,28.45457689,1,4,0.975342465753425
"28965","2",8,17,2,38,-16.27172095,28.45457689,1,0,0.0931506849315069
"28966","1",51,25,2,69,-16.27172095,28.45457689,2,1,0.495890410958904
"28967","1",29,13,2,51,-16.27172095,28.45457689,3,2,0.70958904109589
"28968","1",30,23,2,49,-16.27172095,28.45457689,1,0,0.216438356164384
"28969","3",14,12,2,40,-16.27172095,28.45457689,3,21,0.419178082191781
"28970","1",47,15,2,66,-16.27172095,28.45457689,0,1,0.901369863013699
"28971","3",18,11,2,47,-16.27172095,28.45457689,2,11,0.728767123287671
"28972","1",31,17,2,53,-16.27172095,28.45457689,2,1,0.635616438356164
"28973","3",47,11,1,72,-16.27172095,28.45457689,1,0,0.528767123287671
"28974","3",22,19,2,43,-16.27172095,28.45457689,1,10,0.810958904109589
"28975","1",41,21,2,63,-16.27172095,28.45457689,4,2,0.153424657534247
"28976","3",18,7,2,36,-16.27172095,28.45457689,1,4,0.808219178082192
"28977","1",16,16,1,37,-16.27172095,28.45457689,0,0,0.402739726027397
"28978","1",19,21,2,58,-16.27172095,28.45457689,1,0,0.695890410958904
"28979","2",13,12,2,59,-16.27172095,28.45457689,4,11,0.438356164383562
"28980","3",17,5,1,54,-16.27172095,28.45457689,0,3,0.926027397260274
"28981","3",30,21,2,60,-16.28431201,28.44774027,2,18,0.731506849315068
"28982","3",8,9,1,40,-16.28431201,28.44774027,1,0,0.0438356164383562
"28983","2",26,9,1,45,-16.28431201,28.44774027,2,1,0.243835616438356
"28984","1",44,11,1,67,-16.28431201,28.44774027,1,0,0.43013698630137
"28985","3",18,10,1,42,-16.28431201,28.44774027,0,0,0.257534246575342
"28986","1",37,15,2,59,-16.28431201,28.44774027,3,1,0.265753424657534
"28987","1",17,5,2,46,-16.28431201,28.44774027,1,0,0.271232876712329
"28988","2",17,13,1,39,-16.28431201,28.44774027,3,3,0.282191780821918
"28989","1",16,1,1,45,-16.28431201,28.44774027,0,0,0.410958904109589
"28990","3",40,3,1,66,-16.28431201,28.44774027,2,1,0.257534246575342
"28991","1",10,12,2,40,-16.28431201,28.44774027,2,2,0.136986301369863
"28992","2",9,8,2,43,-16.28431201,28.44774027,3,6,0.306849315068493
"28993","2",29,12,2,51,-16.28431201,28.44774027,2,4,0.791780821917808
"28994","1",9,9,1,32,-16.28431201,28.44774027,0,0,0.334246575342466
"28995","2",45,10,2,69,-16.28431201,28.44774027,3,3,0.293150684931507
"28996","1",21,16,2,51,-16.28431201,28.44774027,3,1,0.117808219178082
"28997","2",13,1,1,31,-16.28431201,28.44774027,3,1,0.841095890410959
"28998","1",33,4,2,51,-16.28431201,28.44774027,0,0,0.989041095890411
"28999","1",43,7,2,61,-16.28431201,28.44774027,4,2,0.673972602739726
"29000","2",28,14,2,48,-16.28431201,28.44774027,2,2,0.232876712328767
"29001","2",7,9,2,26,-16.28431201,28.44774027,0,1,0.175342465753425
"29002","2",8,12,1,29,-16.28431201,28.44774027,0,1,0.783561643835617
"29003","1",21,10,2,55,-16.28431201,28.44774027,1,0,0.841095890410959
"29004","3",43,2,2,62,-16.28431201,28.44774027,3,3,0.753424657534247
"29005","3",21,13,1,44,-16.30942327,28.44136704,4,11,0.271232876712329
"29006","2",36,9,2,54,-16.30942327,28.44136704,3,1,0.120547945205479
"29007","1",19,14,1,38,-16.30942327,28.44136704,3,2,0.597260273972603
"29008","2",33,17,2,56,-16.30942327,28.44136704,2,0,0.216438356164384
"29009","3",17,3,2,37,-16.30942327,28.44136704,2,3,0.178082191780822
"29010","1",15,11,2,35,-16.30942327,28.44136704,3,3,0.580821917808219
"29011","1",27,7,2,49,-16.30942327,28.44136704,4,1,0.150684931506849
"29012","2",20,14,1,40,-16.30942327,28.44136704,1,1,0.821917808219178
"29013","2",15,5,2,36,-16.30942327,28.44136704,5,6,0.273972602739726
"29014","3",14,8,1,33,-16.30942327,28.44136704,2,2,0.410958904109589
"29015","2",9,17,1,50,-16.30942327,28.44136704,1,3,0.328767123287671
"29016","1",12,3,1,36,-16.30942327,28.44136704,5,4,0.950684931506849
"29017","1",18,9,1,39,-16.30942327,28.44136704,2,0,0.69041095890411
"29018","1",25,22,2,49,-16.30942327,28.44136704,0,0,0.671232876712329
"29019","2",40,20,2,60,-16.30942327,28.44136704,1,0,0.419178082191781
"29020","1",28,14,2,47,-16.30942327,28.44136704,0,0,0.791780821917808
"29021","2",7,10,2,26,-16.30942327,28.44136704,2,2,0.238356164383562
"29022","2",34,13,2,55,-16.30942327,28.44136704,2,5,0.504109589041096
"29023","1",33,8,2,54,-16.30942327,28.44136704,1,0,0.0876712328767123
"29024","1",36,14,2,63,-16.30942327,28.44136704,3,0,0.167123287671233
"29025","1",6,0,2,45,-16.30942327,28.44136704,5,3,0.983561643835616
"29026","3",24,16,2,44,-16.30942327,28.44136704,1,8,0.86027397260274
"29027","1",24,8,2,45,-16.30942327,28.44136704,2,0,0.441095890410959
"29028","3",17,15,1,39,-16.30942327,28.44136704,2,3,0.386301369863014
"29029","2",23,6,2,47,-16.30942327,28.44136704,4,7,0.523287671232877
"29030","1",24,0,2,50,-16.30942327,28.44136704,2,0,0.536986301369863
"29031","3",18,7,1,63,-16.30942327,28.44136704,2,5,0.575342465753425
"29032","2",32,10,1,74,-16.30942327,28.44136704,3,4,0.879452054794521
"29033","2",19,7,2,37,-16.30942327,28.44136704,3,10,0.975342465753425
"29034","3",44,19,2,63,-16.30942327,28.44136704,2,6,0.882191780821918
"29035","1",15,15,2,38,-16.30942327,28.44136704,2,0,0.213698630136986
"29036","1",24,10,1,43,-16.30942327,28.44136704,3,3,0.923287671232877
"29037","1",32,11,2,50,-16.32388945,28.43055318,1,1,0.358904109589041
"29038","3",3,13,2,40,-16.32388945,28.43055318,4,4,0.0328767123287671
"29039","2",21,8,2,40,-16.32388945,28.43055318,0,0,0.232876712328767
"29040","1",16,12,2,38,-16.32388945,28.43055318,2,2,0.983561643835616
"29041","3",26,14,1,51,-16.32388945,28.43055318,4,12,0.304109589041096
"29042","3",29,9,1,49,-16.32388945,28.43055318,1,0,0.342465753424658
"29043","1",20,8,1,46,-16.32388945,28.43055318,1,0,0.273972602739726
"29044","2",36,3,2,54,-16.32388945,28.43055318,5,11,0.698630136986301
"29045","2",26,22,1,56,-16.32388945,28.43055318,3,4,0.463013698630137
"29046","3",5,3,1,26,-16.32388945,28.43055318,2,1,0.117808219178082
"29047","2",22,7,2,41,-16.32388945,28.43055318,3,11,0.791780821917808
"29048","1",4,4,2,22,-16.32388945,28.43055318,0,0,0.627397260273973
"29049","2",20,10,2,46,-16.32388945,28.43055318,3,2,0.372602739726027
"29050","3",54,17,2,73,-16.32388945,28.43055318,1,1,0.117808219178082
"29051","1",10,10,2,31,-16.32388945,28.43055318,0,0,0.476712328767123
"29052","3",36,20,2,54,-16.32388945,28.43055318,1,2,0.304109589041096
"29053","2",15,10,1,37,-16.32388945,28.43055318,2,3,0.421917808219178
"29054","2",18,14,2,42,-16.32388945,28.43055318,4,1,0.0356164383561644
"29055","1",13,12,2,38,-16.32388945,28.43055318,0,0,0.33972602739726
"29056","1",25,9,1,57,-16.32388945,28.43055318,1,1,0.767123287671233
"29057","3",16,6,2,44,-16.32388945,28.43055318,2,14,0.698630136986301
"29058","1",12,3,2,32,-16.32388945,28.43055318,1,0,0.00273972602739726
"29059","2",43,11,2,71,-16.32388945,28.43055318,2,0,0.304109589041096
"29060","1",16,12,1,39,-16.32388945,28.43055318,0,0,0.202739726027397
"29061","1",7,11,1,40,-16.32388945,28.43055318,3,0,0.756164383561644
"29062","3",22,13,2,46,-16.32388945,28.43055318,1,3,0.378082191780822
"29063","2",34,14,1,53,-16.32388945,28.43055318,3,3,0.942465753424658
"29064","1",22,22,2,40,-16.32388945,28.43055318,2,3,0.805479452054795
"29065","2",33,13,2,52,-16.32388945,28.43055318,2,1,0.249315068493151
"29066","1",17,10,1,38,-16.32388945,28.43055318,2,0,0.413698630136986
"29067","1",16,8,2,36,-16.32388945,28.43055318,1,0,0.293150684931507
"29068","1",20,10,2,48,-16.32388945,28.43055318,1,6,0.863013698630137
"29069","2",27,14,1,45,-16.32388945,28.43055318,1,0,0.424657534246575
"29070","3",41,9,2,66,-16.32388945,28.43055318,3,12,0.597260273972603
"29071","2",18,19,2,47,-16.32388945,28.43055318,1,0,0.0958904109589041
"29072","3",22,9,2,49,-16.32388945,28.43055318,3,10,0.375342465753425
"29073","3",23,13,2,42,-16.32388945,28.43055318,1,4,0.128767123287671
"29074","3",41,16,2,69,-16.32388945,28.43055318,2,2,0.161643835616438
"29075","1",33,14,2,54,-16.32388945,28.43055318,2,0,0.328767123287671
"29076","1",28,9,2,48,-16.32388945,28.43055318,1,1,0.323287671232877
"29077","2",31,20,1,50,-16.32388945,28.43055318,1,3,0.920547945205479
"29078","3",34,11,1,56,-16.32388945,28.43055318,3,4,0.504109589041096
"29079","3",37,7,2,65,-16.32388945,28.43055318,1,0,0.123287671232877
"29080","2",25,8,2,45,-16.32388945,28.43055318,4,16,0.736986301369863
"29081","3",20,7,1,46,-16.32388945,28.43055318,0,2,0.841095890410959
"29082","2",46,9,2,65,-16.32388945,28.43055318,4,7,0.594520547945205
"29083","3",38,14,2,57,-16.32388945,28.43055318,1,4,0.676712328767123
"29084","3",23,9,1,42,-16.32388945,28.43055318,2,2,0.43013698630137
"29085","2",28,14,1,47,-16.31731963,28.41248608,0,0,0.235616438356164
"29086","3",16,10,2,35,-16.31731963,28.41248608,2,11,0.90958904109589
"29087","2",12,8,1,43,-16.31731963,28.41248608,5,18,0.73972602739726
"29088","3",33,7,1,52,-16.31731963,28.41248608,1,1,0.468493150684932
"29089","3",29,10,1,73,-16.31731963,28.41248608,4,7,0.747945205479452
"29090","3",21,13,1,41,-16.31731963,28.41248608,2,1,0.0849315068493151
"29091","1",38,7,2,58,-16.31731963,28.41248608,0,0,0.326027397260274
"29092","2",17,10,1,53,-16.31731963,28.41248608,4,9,0.613698630136986
"29093","1",10,1,2,38,-16.28710319,28.43431391,1,0,0.553424657534247
"29094","2",7,11,2,26,-16.28710319,28.43431391,3,6,0.30958904109589
"29095","2",21,16,2,39,-16.30267026,28.42821815,1,2,0.449315068493151
"29096","2",18,8,1,54,-16.30267026,28.42821815,6,29,0.504109589041096
"29097","1",15,5,2,33,-16.30267026,28.42821815,0,0,0.89041095890411
"29098","2",47,19,2,65,-16.30267026,28.42821815,1,0,0.153424657534247
"29099","2",35,8,1,60,-16.30267026,28.42821815,4,1,0.367123287671233
"29100","2",28,18,2,46,-16.30267026,28.42821815,3,6,0.523287671232877
"29101","1",47,15,2,72,-16.30267026,28.42821815,1,0,0.0383561643835616
"29102","2",13,13,2,33,-16.30267026,28.42821815,0,0,0.29041095890411
"29103","3",9,6,2,33,-16.30267026,28.42821815,3,24,0.994520547945206
"29104","1",20,19,2,38,-16.30267026,28.42821815,3,4,0.632876712328767
"29105","3",4,19,1,46,-16.30267026,28.42821815,0,1,0.463013698630137
"29106","1",28,26,1,52,-16.30267026,28.42821815,1,0,0.76986301369863
"29107","3",22,14,2,45,-16.30267026,28.42821815,2,2,0.142465753424658
"29108","2",44,8,2,75,-16.30267026,28.42821815,1,1,0.997260273972603
"29109","2",38,12,2,56,-16.30267026,28.42821815,2,4,0.764383561643836
"29110","1",30,3,1,65,-16.30267026,28.42821815,4,0,0.136986301369863
"29111","1",22,3,2,41,-16.30267026,28.42821815,3,0,0.515068493150685
"29112","2",4,7,2,33,-16.30267026,28.42821815,2,13,0.728767123287671
"29113","2",20,13,2,46,-16.30267026,28.42821815,5,3,0.0849315068493151
"29114","2",18,14,1,42,-16.30267026,28.42821815,1,0,0.104109589041096
"29115","2",8,12,2,26,-16.30267026,28.42821815,6,14,0.0438356164383562
"29116","2",6,9,1,30,-16.30267026,28.42821815,1,2,0.405479452054795
"29117","3",12,12,2,42,-16.30267026,28.42821815,1,11,0.964383561643836
"29118","3",42,13,2,65,-16.19735882,28.52280916,2,8,0.994520547945206
"29119","2",17,7,1,37,-16.19735882,28.52280916,6,24,0.561643835616438
"29120","2",25,0,2,49,-16.21646404,28.56131064,3,4,0.419178082191781
"29121","3",27,8,2,49,-16.24761107,28.50455783,3,21,0.980821917808219
"29122","3",21,14,2,44,-16.24761107,28.50455783,2,3,0.172602739726027
"29123","2",12,7,1,37,-16.24761107,28.50455783,0,0,0.687671232876712
"29124","2",34,22,2,52,-16.24761107,28.50455783,3,15,0.517808219178082
"29125","2",19,15,2,46,-16.26726089,28.48852453,2,1,0.227397260273973
"29126","1",23,1,2,42,-16.26726089,28.48852453,2,0,0.194520547945205
"29127","3",39,8,2,58,-16.26726089,28.48852453,2,2,0.180821917808219
"29128","1",8,4,2,40,-16.222713,28.51087004,3,2,0.520547945205479
"29129","2",28,4,1,64,-16.222713,28.51087004,1,0,0.66027397260274
"29130","3",26,14,2,49,-16.222713,28.51087004,2,4,0.323287671232877
"29131","2",36,12,2,54,-16.34446292,28.41414274,2,0,0.0465753424657534
"29132","2",4,7,2,33,-16.34446292,28.41414274,3,6,0.53972602739726
"29133","2",29,11,2,48,-16.34446292,28.41414274,4,11,0.695890410958904
"29134","1",30,9,2,52,-16.34446292,28.41414274,1,0,0.701369863013699
"29135","3",9,10,1,27,-16.34446292,28.41414274,2,6,0.591780821917808
"29136","1",22,6,1,45,-16.315925,28.48973552,2,1,0.580821917808219
"29137","1",14,16,2,46,-16.315925,28.48973552,2,3,0.671232876712329
"29138","2",19,15,2,44,-16.315925,28.48973552,2,2,0.284931506849315
"29139","2",22,15,1,50,-16.315925,28.48973552,1,0,0.227397260273973
"29140","2",40,14,1,62,-16.315925,28.48973552,1,2,1
"29141","2",17,13,2,39,-16.315925,28.48973552,4,3,0.063013698630137
"29142","2",24,5,1,51,-16.3329907,28.49542229,3,7,0.956164383561644
"29143","3",39,17,2,67,-16.3329907,28.49542229,1,6,0.547945205479452
"29144","1",35,16,2,53,-16.3329907,28.49542229,3,0,0.463013698630137
"29145","2",17,10,2,36,-16.3329907,28.49542229,3,4,0.33972602739726
"29146","1",35,14,1,53,-16.3329907,28.49542229,3,1,0.468493150684932
"29147","3",21,18,1,43,-16.3329907,28.49542229,1,4,0.156164383561644
"29148","2",7,12,2,28,-16.3329907,28.49542229,3,3,0.0191780821917808
"29149","1",42,12,1,63,-16.3329907,28.49542229,3,0,0.975342465753425
"29150","3",19,7,1,39,-16.3329907,28.49542229,0,1,0.753424657534247
"29151","1",21,16,1,60,-16.32092395,28.48594353,3,0,0.131506849315068
"29152","2",37,7,2,64,-16.32092395,28.48594353,2,2,0.427397260273973
"29153","3",30,7,2,49,-16.32092395,28.48594353,1,0,0.252054794520548
"29154","3",9,16,2,31,-16.32092395,28.48594353,2,14,0.350684931506849
"29155","1",46,16,2,67,-16.32092395,28.48594353,2,0,0.364383561643836
"29156","1",3,1,2,22,-16.32092395,28.48594353,0,0,0.454794520547945
"29157","1",9,15,2,33,-16.32092395,28.48594353,2,3,0.457534246575342
"29158","1",18,9,1,38,-16.32092395,28.48594353,2,0,0.506849315068493
"29159","1",23,10,1,44,-16.32092395,28.48594353,6,4,0.347945205479452
"29160","3",28,14,1,50,-16.32092395,28.48594353,0,0,0.468493150684932
"29161","3",24,13,1,58,-16.32092395,28.48594353,2,4,0.495890410958904
"29162","1",36,2,2,56,-16.32092395,28.48594353,1,0,0.531506849315069
"29163","3",27,15,2,45,-16.32092395,28.48594353,2,9,0.536986301369863
"29164","3",5,11,1,25,-16.32092395,28.48594353,3,2,0.115068493150685
"29165","1",24,9,2,59,-16.32092395,28.48594353,3,0,0.495890410958904
"29166","3",16,9,2,36,-16.32092395,28.48594353,5,23,0.178082191780822
"29167","2",26,15,2,44,-16.32092395,28.48594353,4,0,0.00821917808219178
"29168","1",9,9,2,31,-16.32092395,28.48594353,1,0,0.0931506849315069
"29169","3",14,11,2,33,-16.32092395,28.48594353,1,6,0.534246575342466
"29170","2",29,9,2,47,-16.31537169,28.48160611,1,1,0.468493150684932
"29171","2",9,26,2,27,-16.31537169,28.48160611,1,17,0.810958904109589
"29172","2",6,9,1,41,-16.31537169,28.48160611,2,5,0.383561643835616
"29173","1",29,0,2,47,-16.31537169,28.48160611,0,0,0.397260273972603
"29174","2",35,18,2,54,-16.31537169,28.48160611,2,1,0.232876712328767
"29175","1",13,8,1,51,-16.31537169,28.48160611,5,2,0.956164383561644
"29176","3",15,8,1,39,-16.3025168,28.48172941,0,2,0.528767123287671
"29177","3",42,18,2,70,-16.3025168,28.48172941,0,1,0.120547945205479
"29178","3",15,18,1,55,-16.3025168,28.48172941,1,9,0.657534246575342
"29179","2",45,10,2,73,-16.3025168,28.48172941,1,1,0.326027397260274
"29180","3",26,6,2,46,-16.3025168,28.48172941,3,10,0.504109589041096
"29181","2",52,6,1,70,-16.3025168,28.48172941,0,0,0.0958904109589041
"29182","2",15,11,1,37,-16.3025168,28.48172941,0,0,0.287671232876712
"29183","3",36,13,2,57,-16.3025168,28.48172941,3,11,0.413698630136986
"29184","2",16,10,2,37,-16.3025168,28.48172941,2,7,0.558904109589041
"29185","1",16,7,1,42,-16.3319116,28.48381317,2,0,0.43013698630137
"29186","1",25,13,2,54,-16.3319116,28.48381317,2,0,0.0849315068493151
"29187","2",17,12,1,38,-16.3319116,28.48381317,1,0,0.358904109589041
"29188","1",34,22,1,63,-16.3319116,28.48381317,5,2,0.794520547945205
"29189","2",23,1,1,47,-16.3319116,28.48381317,1,0,0.427397260273973
"29190","2",2,15,2,21,-16.3319116,28.48381317,3,11,0.350684931506849
"29191","2",18,9,2,38,-16.3319116,28.48381317,0,1,0.676712328767123
"29192","2",10,13,1,41,-16.3319116,28.48381317,5,12,0.315068493150685
"29193","2",6,13,2,45,-16.3319116,28.48381317,2,14,0.591780821917808
"29194","3",49,25,2,76,-16.3319116,28.48381317,1,0,0.101369863013699
"29195","3",19,7,2,70,-16.3319116,28.48381317,3,13,0.482191780821918
"29196","1",26,7,2,55,-16.3319116,28.48381317,2,0,0.254794520547945
"29197","2",10,10,2,29,-16.3319116,28.48381317,3,5,0.419178082191781
"29198","2",11,13,2,36,-16.3319116,28.48381317,2,3,0.213698630136986
"29199","3",31,9,2,51,-16.3319116,28.48381317,3,20,0.904109589041096
"29200","1",4,8,2,38,-16.3319116,28.48381317,2,0,0.208219178082192
"29201","2",14,13,2,45,-16.3319116,28.48381317,3,11,0.504109589041096
